subjid,trial,oper,op1,op2,prob,resp,day,month,year,hour,minute,second,condition,trial_sub,op1num,op1den,op2num,op2den,ansW,ansNum,ansDen,rt,age,sex,grade,race,hand,PSSAverb,PSSAmath,scrap,Stratrt,Trial ID,corAnswer,parAnswer,arithCorrect,prob,resp,strategy,code,Exp,Comments
639,402,+,3/5,1/2,3/5+1/2,1/2,13,11,2008,11,39,39,4,1,3,5,1,2,-99999,1,2,58891,11,1,6,1,1,,,,5391,402,1.1,0.5,0,3/5+1/2,1/2,"I did not know this answer, so I took my best guess",10,CG,
639,501,:,3/5,1/2,3/5:1/2,3/4,13,11,2008,11,32,47,5,1,3,5,1,2,-99999,3,4,67375,11,1,6,1,1,,,,28047,501,1.2,0.75,0,3/5:1/2,3/4,"First I took 3/5 divided by 1/2 to get the lowest common denominator, which was 4, then I took 4 and multiplied 4 times 1 and 4 times 3, to get 12 and 4, then I took 12 divided by 4 to get 3",2,CG,
639,502,:,3/5,2/5,3/5:2/5,6/5,13,11,2008,11,34,22,5,2,3,5,2,5,-99999,6,5,9891,11,1,6,1,1,,,,13375,502,1.5,1.2,0,3/5:2/5,6/5,"I took the lowest common denominator, which was 5, then I multiplied 2 times 3 to get 6",1,CG,
639,601,*,3/5,2/5,3/5*2/5,1/2,13,11,2008,11,24,28,6,1,3,5,2,5,-99999,1,2,88079,11,1,6,1,1,,,,9718,601,0.24,0.5,0,3/5*2/5,1/2,"I did not know this answer, so I took my best guess",10,CG,
639,602,*,3/5,1/2,3/5*1/2,3/5,13,11,2008,11,26,6,6,2,3,5,1,2,-99999,3,5,29703,11,1,6,1,1,,,,5329,602,0.3,0.6,0,3/5*1/2,3/5,I did not know this answer,10,CG,
639,701,-,3/5,2/5,3/5-2/5,6/5,13,11,2008,11,28,41,7,2,3,5,2,5,-99999,6,5,12875,11,1,6,1,1,,,,27656,701,0.2,1.2,0,3/5-2/5,6/5,"I took the lowest common denominator, which was 5, then I multiplied 3 times 2 to get, wait I messed up. I multiplied 3 times 2 to get 6, but I should've added 3 plus 2 to get 5",1,CG,
639,702,-,3/5,1/2,3/5-1/2,4/4,13,11,2008,11,27,0,7,1,3,5,1,2,-99999,4,4,68578,11,1,6,1,1,,,,31844,702,0.1,1,0,3/5-1/2,4/4,"I did not know this answer, so I took my best guess. First I subtracted 3/5 and 1/2 to get the lowest common denominator, 4, and  then I multiplied 20 times 8 to get 160, then I divided 160 by 4",2,CG,
640,401,+,3/5,2/5,3/5+2/5,1,13,11,2008,24,50,30,4,2,3,5,2,5,1,-99999,-99999,7625,12,1,6,1,1,,,,21844,401,1,1,1,3/5+2/5,1,"I got one whole as my fraction because 3 plus 2 equals 5, and 5 plus 5 equals 0, and a fraction, or 5 I mean and a fraction, and if you add them together it'd equal one whole",1,CG,
640,402,+,3/5,1/2,3/5+1/2,4/7,13,11,2008,24,50,3,4,1,3,5,1,2,-99999,4,7,13000,12,1,6,1,1,,,,13469,402,1.1,0.571428571,0,3/5+1/2,4/7,"I got 4/7 by adding 3 to 1, and 5 to 2, which equals 4/7",3,CG,
640,501,:,3/5,1/2,3/5:1/2,3,13,11,2008,24,34,34,5,1,3,5,1,2,3,-99999,-99999,73094,12,1,6,1,1,,,,32719,501,1.2,3,0,3/5:1/2,3,"I divided 3 divided by 1 which equals 1, or 3, and 5 divided by 2 which equals 2 remainder 1 so I added 3 plus 2 and I divided 3 and 2 and I got 2 remainder 1",20,CG,
640,502,:,3/5,2/5,3/5:2/5,2 1/2,13,11,2008,24,36,20,5,2,3,5,2,5,2,1,2,60641,12,1,6,1,1,,,,34281,502,1.5,2.5,0,3/5:2/5,2 1/2,"I divided 3 by 3 and that equaled, 2 divided by 3 and that equaled 1 remainder 1, and  then I divided 5 by 5 and that equaled 1, and then I added 1 and 1 together and that equaled 2 and remainder, so it would be 2, and I thought it should be 2 and 1",20,CG,
640,601,*,3/5,2/5,3/5*2/5,6/25,13,11,2008,24,51,22,6,1,3,5,2,5,-99999,6,25,14062,12,1,6,1,1,,,,14328,601,0.24,0.24,1,3/5*2/5,6/25,"I got 6/25 because I multiplied 3 times 2 and that equals 6, and 5 times 5 equals 25, to get 6/25",3,CG,
640,602,*,3/5,1/2,3/5*1/2,3/10,13,11,2008,24,51,51,6,2,3,5,1,2,-99999,3,10,8844,12,1,6,1,1,,,,15500,602,0.3,0.3,1,3/5*1/2,3/10,"I got 3/10 by multiplying 1 by 2, and 5 by 2, and that equals 3",3,CG,
640,701,-,3/5,2/5,3/5-2/5,1,13,11,2008,24,43,44,7,2,3,5,2,5,1,-99999,-99999,28266,12,1,6,1,1,,,,13484,701,0.2,1,0,3/5-2/5,1,"I got one whole because I subtracted 2 from 3 and that equals 1, and 5 minus 5, and that equals 0, so I thought it was one half, I mean one whole",3,CG,
640,702,-,3/5,1/2,3/5-1/2,2/3,13,11,2008,24,43,7,7,1,3,5,1,2,-99999,2,3,22453,12,1,6,1,1,,,,14531,702,0.1,0.666666667,0,3/5-1/2,2/3,"I got 2/3 because I subtracted 3 from 1 and that equals 2, and I subtracted 5 from 2 and that equals 3",3,CG,
641,401,+,3/5,2/5,3/5+2/5,5/5,13,11,2008,13,19,11,4,1,3,5,2,5,-99999,5,5,12547,11,0,6,1,1,,,,9953,401,1,1,1,3/5+2/5,5/5,3/5 plus 2/5 equals 5/5 because 3/5 plus 2/5 would also equal one whole,1,CG,
641,402,+,3/5,1/2,3/5+1/2,4/7,13,11,2008,13,19,34,4,2,3,5,1,2,-99999,4,7,9562,11,0,6,1,1,,,,13454,402,1.1,0.571428571,0,3/5+1/2,4/7,"3/5 plus 1/2 equals 4/7 because in addition, the bottom number doesn't matter, they don't need to be the same number",3,CG,
641,501,:,3/5,1/2,3/5:1/2,1 3/2,13,11,2008,13,12,32,5,2,3,5,1,2,1,3,2,89437,11,0,6,1,1,,,,22110,501,1.2,2.5,0,3/5:1/2,1 3/2,"I decided that 3/5 divided by 1/2 equals 1 3/2 because when you divide 5 by 2 which would give you a remainder of 1 which give you the 1, and then 5 divided by 2 would also equal 2, and then 3 divided by 1 was 3",3,CG,
641,502,:,3/5,2/5,3/5:2/5,1/1,13,11,2008,13,12,5,5,1,3,5,2,5,-99999,1,1,10079,11,0,6,1,1,,,,16968,502,1.5,1,0,3/5:2/5,1/1,I decided that 3/5 divided by 2/5 was one whole because the 5 was the same on each fraction on the bottom so you can go ahead and divided 3 by 2 and 5 by 5 which gave me 1 on each side,3,CG,
641,601,*,3/5,2/5,3/5*2/5,6/5,13,11,2008,13,10,43,6,1,3,5,2,5,-99999,6,5,15688,11,0,6,1,1,,,,13562,601,0.24,1.2,0,3/5*2/5,6/5,"5 and 5 are equal numbers so you can just go ahead and multiply 3 times 2, which is 6",1,CG,
641,602,*,3/5,1/2,3/5*1/2,3/10,13,11,2008,13,11,12,6,2,3,5,1,2,-99999,3,10,15906,11,0,6,1,1,,,,21969,602,0.3,0.3,1,3/5*1/2,3/10,"I decided that 3/5 times 1/2 equals 3/10 because 5 and 2 are not equal numbers but one number they could both be multiplied by is 10, and then you had an equal number on each fraction so then you can go ahead and multiply 3 and 1 which gave me 3/10",3,CG,
641,701,-,3/5,2/5,3/5-2/5,1/5,13,11,2008,13,20,14,7,1,3,5,2,5,-99999,1,5,9235,11,0,6,1,1,,,,19500,701,0.2,0.2,1,3/5-2/5,1/5,3/5 subtracted by 2/5 equals 1/5 because when you subtract 2/5 from 3/5 you'd get 1/5 because the bottom number was equal on both sides and then you can go ahead and subtract without having to figure out the same number,3,CG,
641,702,-,3/5,1/2,3/5-1/2,2/3,13,11,2008,13,20,42,7,2,3,5,1,2,-99999,2,3,20015,11,0,6,1,1,,,,20375,702,0.1,0.666666667,0,3/5-1/2,2/3,"3/5 minus 1/2 equals 2/3 because there is no number that can be subtracted by both or divided by both 5 and 2, so I chose the number almost in between so I could go ahead and subtract 1 from 3",3,CG,
642,401,+,3/5,2/5,3/5+2/5,7/8,14,11,2008,8,17,48,4,1,3,5,2,5,-99999,7,8,30906,11,0,6,1,1,,,,15750,401,1,0.875,0,3/5+2/5,7/8,"First I added 5 plus 2 from across from each other, then I added 5 plus 3 that are across from each other and got 7/8",6,CG,
642,402,+,3/5,1/2,3/5+1/2,6/5,14,11,2008,8,18,34,4,2,3,5,1,2,-99999,6,5,59234,11,0,6,1,1,,,,19907,402,1.1,1.2,0,3/5+1/2,6/5,"First I added 5 to 1 and got 6 for the topnumber, and then I added 2 to 3 for the bottom number, and then I got an improper fraction of 6/5",6,CG,
642,501,:,3/5,1/2,3/5:1/2,3/2,14,11,2008,8,14,38,5,1,3,5,1,2,-99999,3,2,69187,11,0,6,1,1,,,,22203,501,1.2,1.5,0,3/5:1/2,3/2,"First I divided 2 into 5 and I got 2 for the bottom, and then I divided 1 into 3 and got 3 for the top, so I got an improper fraction of 3/2",3,CG,
642,502,:,3/5,2/5,3/5:2/5,1,14,11,2008,8,16,9,5,2,3,5,2,5,1,-99999,-99999,61750,11,0,6,1,1,,,,15016,502,1.5,1,0,3/5:2/5,1,"I saw that 5 goes into 5 once for the bottom, and then 2 goes into 3 once for the top and figured that it was one whole",3,CG,
642,601,*,3/5,2/5,3/5*2/5,2/3,14,11,2008,8,12,7,6,2,3,5,2,5,-99999,2,3,104031,11,0,6,1,1,,,,20547,601,0.24,0.666666667,0,3/5*2/5,2/3,"I multiplied 5 times 2, and I got 10 for the top, and then I multiplied 3 times 5 and got 15 for the bottom, then I saw it could be simplified and so I divided it into 5 and got 2/3",6,CG,
642,602,*,3/5,1/2,3/5*1/2,5/6,14,11,2008,8,10,40,6,1,3,5,1,2,-99999,5,6,60485,11,0,6,1,1,,,,25875,602,0.3,0.833333333,0,3/5*1/2,5/6,"I saw that I had to multiply 5 times 1 which got me 5 so I put it in the top, and then I had to multiply 2 times 3, I got 6 and I put it on the bottom",6,CG,
642,701,-,3/5,2/5,3/5-2/5,3/2,14,11,2008,8,25,32,7,1,3,5,2,5,-99999,3,2,31859,11,0,6,1,1,,,,13485,701,0.2,1.5,0,3/5-2/5,3/2,"First I subtracted 2 away from 5 to get the top number of 3, and then I subtracted 3 away from 5 to get a bottom  number of 2 ",6,CG,
642,702,-,3/5,1/2,3/5-1/2,4/1,14,11,2008,8,26,17,7,2,3,5,1,2,-99999,4,1,40109,11,0,6,1,1,,,,13703,702,0.1,4,0,3/5-1/2,4/1,"First I subtracted 1 from 5 to get a top number of 4, and then I subtracted 2 from 3 to get a bottom number of 1",6,CG,
643,401,+,3/5,2/5,3/5+2/5,1,14,11,2008,9,31,48,4,2,3,5,2,5,1,-99999,-99999,39718,11,0,6,1,1,,,,21610,401,1,1,1,3/5+2/5,1,"First I added 3 plus 2 which equals 5, and I got 5/5, and that's one whole",1,CG,*Did not say trial numbers
643,402,+,3/5,1/2,3/5+1/2,1 1/10,14,11,2008,9,30,34,4,1,3,5,1,2,1,1,10,72328,11,0,6,1,1,,,,2469,402,1.1,1.1,1,3/5+1/2,1 1/10,I multiplied 3/5 by 2 to get 6/10 and I multiplied 1/2 by 5 and got 5/10 and I added that to get 11/10,2,CG,
643,501,:,3/5,1/2,3/5:1/2,3/10,14,11,2008,9,20,8,5,2,3,5,1,2,-99999,3,10,128235,11,0,6,1,1,,,,3703,501,1.2,0.3,0,3/5:1/2,3/10,It was just a guess,10,CG,*5:03
643,502,:,3/5,2/5,3/5:2/5,1/5,14,11,2008,9,17,58,5,1,3,5,2,5,-99999,1,5,124406,11,0,6,1,1,,,,5484,502,1.5,0.2,0,3/5:2/5,1/5,"I picked this as a guess.  I tried multiplying to see if anything would change, 12/10 you can't divide that, 5 you can't…yeah",10,CG,*5:10
643,601,*,3/5,2/5,3/5*2/5,6/25,14,11,2008,9,28,28,6,1,3,5,2,5,-99999,6,25,56156,11,0,6,1,1,,,,13312,601,0.24,0.24,1,3/5*2/5,6/25,"For this problem I multiplied 3 by 2 which equals 6, and 5 by 5 which equals 25, that is 6/25",3,CG,
643,602,*,3/5,1/2,3/5*1/2,3/10,14,11,2008,9,29,37,6,2,3,5,1,2,-99999,3,10,27422,11,0,6,1,1,,,,12906,602,0.3,0.3,1,3/5*1/2,3/10,I multiplied 3/5 by 1/2 and got 3/10.  ,3,CG,
643,701,-,3/5,2/5,3/5-2/5,1/5,14,11,2008,9,12,0,7,2,3,5,2,5,-99999,1,5,10657,11,0,6,1,1,,,,7078,701,0.2,0.2,1,3/5-2/5,1/5,I subtracted 3/5 subtract 2/5 and got 1/5,1,CG,
643,702,-,3/5,1/2,3/5-1/2,1/10,14,11,2008,9,10,43,7,1,3,5,1,2,-99999,1,10,56047,11,0,6,1,1,,,,20985,702,0.1,0.1,1,3/5-1/2,1/10,"I multiplied 3/5 by 2 and 1/2 by 5, and I got 6/10, subtract 5/10, and that equals 1/10",2,CG,
809,401,+,3/5,2/5,3/5+2/5,1,2,10,2008,10,3,53,4,2,3,5,2,5,1,-99999,-99999,16813,13,0,8,1,1,,,,10703,401,1,1,1,3/5+2/5,1,"For trial 401, I got…you do not have to find a common demonitor so you just add it across and I got 5 and 5/1 and I simplified it out and got 1.",1,LA,
809,402,+,3/5,1/2,3/5+1/2,1 1/10,2,10,2008,10,3,3,4,1,3,5,1,2,1,1,10,28532,13,0,8,1,1,,,,21812,402,1.1,1.1,1,3/5+1/2,1 1/10,"For trial 402, I found a common denominator and it would be 10 and I took 5 and I times'ed it by 2 and 3 by 2. And I took the 2 and times'ed it by 5 and 1 by 2. I got 10 for... first of all I got 11 over 10 and simpliifed it out and got 1 1/10. ",2,LA,
809,501,:,3/5,1/2,3/5:1/2,1/10,2,10,2008,10,11,33,5,1,3,5,1,2,-99999,1,10,76547,13,0,8,1,1,,,,13719,501,1.2,0.1,0,3/5:1/2,1/10,"For trial 501, I divided 3 by 1 and I got 1 and I multipled 5 times 2 and got 10 and got 1/10. I did that wrong.",3,LA,
809,502,:,3/5,2/5,3/5:2/5,1/5,2,10,2008,10,13,3,5,2,3,5,2,5,-99999,1,5,14750,13,0,8,1,1,,,,9578,502,1.5,0.2,0,3/5:2/5,1/5,"For trial 502, I divided 3 divided by 2 and I got 1 and for 5 that would be your common denimonator and I got 1/5.",1,LA,
809,601,*,3/5,2/5,3/5*2/5,6/25,2,10,2008,9,57,14,6,1,3,5,2,5,-99999,6,25,25266,13,0,8,1,1,,,,14765,601,0.24,0.24,1,3/5*2/5,6/25,"I multiplied 5, or 3 times 2 to get 6 and 5 times 5 to get 25. And you cannot simplify it.",3,LA,
809,602,*,3/5,1/2,3/5*1/2,3/10,2,10,2008,9,57,54,6,2,3,5,1,2,-99999,3,10,20969,13,0,8,1,1,,,,9203,602,0.3,0.3,1,3/5*1/2,3/10,"For trial 602, I multiplied 3 times 1 to get 3 and 5 times 2 to get 10. And it cannot be simplified.",3,LA,
809,701,-,3/5,2/5,3/5-2/5,1/5,2,10,2008,10,10,3,7,1,3,5,2,5,-99999,1,5,11515,13,0,8,1,1,,,,12047,701,0.2,0.2,1,3/5-2/5,1/5,"For trial 701, I got the answer 1/5 because I subtracted 3 minus 2 and I got 1 and 5 minus 5…well, 5 would be your common denominator.",1,LA,
809,702,-,3/5,1/2,3/5-1/2,1/10,2,10,2008,10,10,27,7,2,3,5,1,2,-99999,1,10,31141,13,0,8,1,1,,,,24609,702,0.1,0.1,1,3/5-1/2,1/10,"For trial 702, I found a common denominator which would be 10, I, times 5 times 2 and I multiplied 2 times 5 and that would be the common denominator . And 3 times 2 is 6 and 1 times 2, or 1 times 5 is 5. And I subtracted it and got 1/10.",2,LA,
810,401,+,3/5,2/5,3/5+2/5,5/5,3,10,2008,8,16,14,4,1,3,5,2,5,-99999,5,5,9141,13,0,8,1,1,,,,7468,401,1,1,1,3/5+2/5,5/5,"Um, for trial 401, I added…I added across since they already had common denominoator and got 5 over 5. ",1,LA,
810,402,+,3/5,1/2,3/5+1/2,1 1/10,3,10,2008,8,16,30,4,2,3,5,1,2,1,1,10,40906,13,0,8,1,1,,,,8391,402,1.1,1.1,1,3/5+1/2,1 1/10,"Um, I found a common denominator and then added across and then you can' t have an improper fraction as an answer so I turned it into a mixed number, for 402.",2,LA,
810,501,:,3/5,1/2,3/5:1/2,2 1/2,3,10,2008,8,12,5,5,1,3,5,1,2,2,1,2,30594,13,0,8,1,1,,,,12141,501,1.2,2.5,0,3/5:1/2,2 1/2,I divided them across. Is that it?,3,LA,
810,502,:,3/5,2/5,3/5:2/5,1/1,3,10,2008,8,12,48,5,2,3,5,2,5,-99999,1,1,8968,13,0,8,1,1,,,,7438,502,1.5,1,0,3/5:2/5,1/1,"For trial 502, I divided the 3 and the 2 and the 5 and the 5.",3,LA,
810,601,*,3/5,2/5,3/5*2/5,6/25,3,10,2008,8,20,52,6,1,3,5,2,5,-99999,6,25,9531,13,0,8,1,1,,,,7984,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, I just multiplied across. 3 over... 3 dividi… 3 times 2 is 6, 5 times 5 is 25. ",3,LA,
810,602,*,3/5,1/2,3/5*1/2,2/5,3,10,2008,8,21,10,6,2,3,5,1,2,-99999,2,5,12937,13,0,8,1,1,,,,5750,602,0.3,0.4,0,3/5*1/2,2/5,"For trial 602, I just multiplied across and simplified my answer to 2/5.",3,LA,
810,701,-,3/5,2/5,3/5-2/5,1,3,10,2008,8,13,24,7,2,3,5,2,5,1,-99999,-99999,16422,13,0,8,1,1,,,,7265,701,0.2,1,0,3/5-2/5,1,"Um, I subtracted the 3 and the 2 to get the whole number 1 because 5 over 5 is 1, for trial 701. ",1,LA,
810,702,-,3/5,1/2,3/5-1/2,2/3,3,10,2008,8,13,16,7,1,3,5,1,2,-99999,2,3,5266,13,0,8,1,1,,,,3656,702,0.1,0.666666667,0,3/5-1/2,2/3,I subtracted across for trial 702. ,3,LA,
811,401,+,3/5,2/5,3/5+2/5,1,2,10,2008,8,22,39,4,1,3,5,2,5,1,-99999,-99999,18906,14,1,8,1,1,,,,17891,401,1,1,1,3/5+2/5,1,"For trial 401, uh again since I had common denominator I added the numerators and got 5 over 5 and a simplified version of 5 over 5 would be 1 so that was my answer.",1,LA,
811,402,+,3/5,1/2,3/5+1/2,1 1/10,2,10,2008,8,23,16,4,2,3,5,1,2,1,1,10,73672,14,1,8,1,1,,,,23062,402,1.1,1.1,1,3/5+1/2,1 1/10,"Uh for trial 402, I found common denominators uh and when I multiplied got 6/10 for the first fraction and 5/10 for the second. Uh when I added the numerators I got 11/10 and switched that to a mixed number giving me 1 and 1/10.",2,LA,
811,501,:,3/5,1/2,3/5:1/2,6/5,2,10,2008,8,39,48,5,2,3,5,1,2,-99999,6,5,27469,14,1,8,1,1,,,,24000,501,1.2,1.2,1,3/5:1/2,6/5,"Um for 501, uh I did the same method with multiplying by the reciprocal of the second fraction uh and I got fi…6 over 5 and I couldn't simpli..well yea I could've made it a mixed number but I left it as an improper fraction again.",5,LA,
811,502,:,3/5,2/5,3/5:2/5,3/2,2,10,2008,8,38,43,5,1,3,5,2,5,-99999,3,2,28219,14,1,8,1,1,,,,36250,502,1.5,1.5,1,3/5:2/5,3/2,"Uh for trial 502, um what I did was took the first fraction and to divide it by the second I flipped the second one to 5 over 2 and multiplied. Then I multiplied across and got 15 over 10 and when I simpified that it was 3 over 2. I couldn've probably made that a mixed number but I just left it as an improper.",5,LA,
811,601,*,3/5,2/5,3/5*2/5,6/25,2,10,2008,8,35,53,6,1,3,5,2,5,-99999,6,25,71110,14,1,8,1,1,,,,27578,601,0.24,0.24,1,3/5*2/5,6/25,"For trial 601, uh the two thoughts I was having is to multiply the numerators and denominoators to get my answer. And the other was to cross multiply the 5 and the 2 and the 3 and the 5 but uh I had a stronger feeling it was the first method so that is what I put as my answer.",3,LA,
811,602,*,3/5,1/2,3/5*1/2,3/10,2,10,2008,8,37,31,6,2,3,5,1,2,-99999,3,10,34609,14,1,8,1,1,,,,20125,602,0.3,0.3,1,3/5*1/2,3/10,"Um, for 602, uh I, there is… something told me you don't need common denominators when multiplying fractions. So I multiplied across the numerators and the denominators giving me the answer.",3,LA,
811,701,-,3/5,2/5,3/5-2/5,1/5,2,10,2008,8,20,41,7,1,3,5,2,5,-99999,1,5,23750,14,1,8,1,1,,,,15063,701,0.2,0.2,1,3/5-2/5,1/5,"For trial 701, since, um, the two fractions have common denominators, I had to go ahead in my mind to just subtract the top. Giving me 1/5. ",1,LA,
811,702,-,3/5,1/2,3/5-1/2,1/10,2,10,2008,8,21,19,7,2,3,5,1,2,-99999,1,10,28125,14,1,8,1,1,,,,37094,702,0.1,0.1,1,3/5-1/2,1/10,"Um, for trial 702, uh since they.. The 5 and the 2 are not common denominators, I had to find it which would be 10. Um so to get uh 10 for the first fraction, multiplied both sides by 2 giving me 10 on the botom and 6 on the top. And for the second one, multiplied both by 5 giving me 10 on the bottom, 5 on the top.  And when I had common denominators, I subracted 6 minus 5 and got 1 over 10.",2,LA,
813,401,+,3/5,2/5,3/5+2/5,1,7,10,2008,9,35,15,4,1,3,5,2,5,1,-99999,-99999,7297,13,1,8,1,1,1650,1702,,21281,401,1,1,1,3/5+2/5,1,equals one whole because the 5s cancel out each other and it would be part of the fraction and 3 plus 2 would be 5 over 5 and that would be one whole.,1,,
813,402,+,3/5,1/2,3/5+1/2,1 1/10,7,10,2008,9,35,43,4,2,3,5,1,2,1,1,10,24281,13,1,8,1,1,1650,1702,,36703,402,1.1,1.1,1,3/5+1/2,1 1/10,would equal 1 1/10 because 3/5 would equal 6/10 and 1/2 would equal 5/10 and the 10s cancel out on each other and would still be the denominator for the answer and 6 plus 5 would equal 11 and that would be changed to 1 1/10.,2,,
813,501,:,3/5,1/2,3/5:1/2,1 1/5,7,10,2008,9,17,10,5,1,3,5,1,2,1,1,5,60375,13,1,8,1,1,1650,1702,,34313,501,1.2,1.2,1,3/5:1/2,1 1/5,I used the criss-cross method. 3 times 2 would equal 6 and 5 times 1 would equal 5 and that new fraction would be 1 1/5. … would go to the numerator and the 5 times 1 would go to the denominator.,6,,
813,502,:,3/5,2/5,3/5:2/5,1 1/2,7,10,2008,9,18,44,5,2,3,5,2,5,1,1,2,27938,13,1,8,1,1,1650,1702,,20281,502,1.5,1.5,1,3/5:2/5,1 1/2,"I did the criss-cross method again. 3 times 5 would equal 15, it would go in the numerator, 5 times 2 would equal 10, it would go in the denominator. The new fraction would be 1 5/10, and reduce that to 1 1/2.",6,,
813,601,*,3/5,2/5,3/5*2/5,6/25,7,10,2008,9,36,55,6,1,3,5,2,5,-99999,6,25,15765,13,1,8,1,1,1650,1702,,20000,601,0.24,0.24,1,3/5*2/5,6/25,equals 6/25 because I just multiplied across 3 times 2 and 5 times 5.,3,,
813,602,*,3/5,1/2,3/5*1/2,3/10,7,10,2008,9,37,31,6,2,3,5,1,2,-99999,3,10,25016,13,1,8,1,1,1650,1702,,13421,602,0.3,0.3,1,3/5*1/2,3/10,equals 3/10 because I just multiplied across 3 times 1 equals 3 and 5 times 2 equals 10.,3,,
813,701,-,3/5,2/5,3/5-2/5,1/5,7,10,2008,9,19,51,7,1,3,5,2,5,-99999,1,5,18735,13,1,8,1,1,1650,1702,,27046,701,0.2,0.2,1,3/5-2/5,1/5,"… would equal 1/5 because the 5s would cancel out each other and would stay the same, for the denominator, and 3 minus 2 would equal 1.",1,,
813,702,-,3/5,1/2,3/5-1/2,1/10,7,10,2008,9,20,37,7,2,3,5,1,2,-99999,1,10,17641,13,1,8,1,1,1650,1702,,16578,702,0.1,0.1,1,3/5-1/2,1/10,I changed 3/5 to 6/10 and 1/2 to 5/10 and 6/10 minus 5/10 would equal 1/10.,2,,
814,401,+,3/5,2/5,3/5+2/5,5/10,9,10,2008,10,19,44,4,2,3,5,2,5,-99999,5,10,14421,14,1,8,1,1,1692,1608,,3813,401,1,0.5,0,3/5+2/5,5/10,"I would do 5 plus 5 which is 10 and then I'd do 3 plus 2 which is 5 so it would be 1/2, or 5/10.",3,LA,
814,402,+,3/5,1/2,3/5+1/2,4/7,9,10,2008,10,19,21,4,1,3,5,1,2,-99999,4,7,19500,14,1,8,1,1,1692,1608,,3079,402,1.1,0.571428571,0,3/5+1/2,4/7,I would do 5 plus 2 which would be 7 and 3 plus 1 so it would be 4/7.,3,LA,
814,501,:,3/5,1/2,3/5:1/2,1/10,9,10,2008,10,18,39,5,2,3,5,1,2,-99999,1,10,25235,14,1,8,1,1,1692,1608,,2375,501,1.2,0.1,0,3/5:1/2,1/10,I would do 5 times 2 which would be 10 and then I would do 3 times 2 which would be 6 over 10 and 5 over 10 and I guess 1/10.,2,LA,
814,502,:,3/5,2/5,3/5:2/5,1/5,9,10,2008,10,17,50,5,1,3,5,2,5,-99999,1,5,45453,14,1,8,1,1,1692,1608,,2938,502,1.5,0.2,0,3/5:2/5,1/5,"I would just do 3 divided by 2 … well no, I'd do 3/5 divided by 2/5, and that would be I guess 1/5. I'm not too good with dividing fractions. I don't know, it's probably wrong. I just subtracted.",1,LA,
814,601,*,3/5,2/5,3/5*2/5,150/25,9,10,2008,10,5,51,6,2,3,5,2,5,-99999,150,25,27140,14,1,8,1,1,1692,1608,,3203,601,0.24,6,0,3/5*2/5,150/25,"I would make the denominators equal so I would do 5 times 5, that's 25, 3 times 5, that's 15. And then 5 times 2 is 10, 15 times 10 is 150, so it would be 150/25.",2,LA,
814,602,*,3/5,1/2,3/5*1/2,30/10,9,10,2008,10,4,52,6,1,3,5,1,2,-99999,30,10,56937,14,1,8,1,1,1692,1608,,1563,602,0.3,3,0,3/5*1/2,30/10,"So first I would make them equal so I'd do 5 times 2 which would be 10. Then I multiplied 3 by 2 which would make it 6/10. And then that by 5 which would make it 5/10. So it would be 6/10 plus 5/10 and that's 11/10 so that would be 1 1/10. … Wait, then it'd be 6 times 5 which would be 30.",2,LA,
814,701,-,3/5,2/5,3/5-2/5,1/5,9,10,2008,10,6,36,7,1,3,5,2,5,-99999,1,5,16797,14,1,8,1,1,1692,1608,,3000,701,0.2,0.2,1,3/5-2/5,1/5,First I would subtract 3 minus 2 so it would be 1/5.,1,LA,
814,702,-,3/5,1/2,3/5-1/2,1/10,9,10,2008,10,6,55,7,2,3,5,1,2,-99999,1,10,26156,14,1,8,1,1,1692,1608,,1735,702,0.1,0.1,1,3/5-1/2,1/10,"5 times 2 to make the denominators equal which would make it 10. 2 times 3 to make it 6 and then 5 times 1 would make it 5, so it'd be 6/10 and 5/10. I take 5 out of 6 which would make it 1/10.",2,LA,
815,401,+,3/5,2/5,3/5+2/5,1,25,9,2008,10,15,54,4,1,3,5,2,5,1,-99999,-99999,22656,13,0,8,1,1,,,,21140,401,1,1,1,3/5+2/5,1,"I decided that in trial 401, I needed to make sure that the denominators of the fractions were the same and they were so I added the numerators together and kept the denominator the same and it came out to be 5 over 5 so I simplified it to 1.",2,LA,
815,402,+,3/5,1/2,3/5+1/2,11/10,25,9,2008,10,16,38,4,2,3,5,1,2,-99999,11,10,23172,13,0,8,1,1,,,,17672,402,1.1,1.1,1,3/5+1/2,11/10,"I decided that in trial 402, I needed to make sure that the denominators were the same and they weren't so I had to find a common decominator which was 10. And then I added the numerators together to get 11 over 10.",2,LA,
815,501,:,3/5,1/2,3/5:1/2,6/5,25,9,2008,10,14,2,5,1,3,5,1,2,-99999,6,5,32109,13,0,8,1,1,,,,19844,501,1.2,1.2,1,3/5:1/2,6/5,"I decided that in trial 105, in order to divide the fracton, I had to find the reciprocol of the second fraction which would make 1/2 2 over 1 then I mulitplied the numer.. Numerators and denominators together and that equaledto get 6 over 5.",5,LA,
